TAXONOMY,AREA_DWELLING_URBAN,AREA_DWELLING_RURAL
CR+PC/LWAL+CDN/HBET:3-5,100,100
CR/LWAL+CDN/HBET:3-5,100,100
MUR/LWAL+CDN/H:1,165,165
MUR/LWAL+CDN/H:2,159.1,159.1
MUR/LWAL+CDN/HBET:3-5,100,100
W/LFM+CDN/H:1,165,165
W/LFM+CDN/H:2,159.1,159.1
CR/LDUAL+CDN/HBET:3-5,100,100
CR/LDUAL+CDN/HBET:6-,90,90
CR/LWAL+CDN/HBET:6-,90,90
S/LFINF+CDN/H:2,159.1,159.1
S/LWAL+CDN/HBET:3-5,100,100
S/LWAL+CDN/HBET:6-,90,90
W/LFM+CDN/HBET:3-5,100,100
