TAXONOMY,AREA_DWELLING_URBAN,AREA_DWELLING_RURAL
CR/LFM+CDL/HBET:3-5,60,60
MR/LWAL+CDL/H:2,100,100
S/LFM+CDL/H:1,60,60
S/LWAL+CDL/H:1,60,60
W/LFM+CDL/H:1,100,150
