ID_2,NAME_2,Offices,Trade,Hotels
1,Sibenik,87.25,275.92,155.84
2,Bilice,3.54,18.68,8.4
3,Biskupija,0.71,1.49,1.85
4,Civljane,0,0.1,0.49
5,Drnis,7.32,31.6,13.58
6,Ervenik,0.46,1.89,0.86
7,Kijevo,0.17,1.29,0.25
8,Kistanje,0.58,8.05,2.22
9,Knin,14.89,46.9,30.25
10,Murter Kornati,4.74,8.84,15.56
11,Pirovac,2.2,10.53,5.06
12,Primosten,4.78,11.82,22.1
13,Promina,0.96,2.88,1.11
14,Rogoznica,3.83,10.53,6.42
15,Ruzic,1.12,5.86,1.61
16,Skradin,4.66,14.21,13.95
17,Tisno,5.45,16.2,24.7
18,Unesic,1.25,4.57,1.98
19,Vodice,11.85,45.81,59.27
20,Sandrovac,0.96,4.57,1.73
21,Stefanje,1.04,5.17,1.48
22,Dulovac,0.5,4.57,2.59
23,Cazma,7.74,26.03,11.73
24,Berek,0.5,2.98,2.22
25,Bjelovar,68.54,203.09,65.7
26,Daruvar,13.56,47.69,20.87
27,Dezanovac,1.25,6.26,1.61
28,Garesnica,6.36,37.36,15.68
29,Grubisno Polje,4.53,16.79,9.76
30,Hercegovac,1.08,6.26,2.96
31,Ivanska,1.5,7.95,3.95
32,Kapela,1.95,9.34,4.45
33,Koncanica,1.16,6.76,3.21
34,Nova Raca,2.2,9.34,6.3
35,Rovisce,3.2,18.18,6.79
36,Severin,0.75,2.98,0.86
37,Sirac,0.96,4.37,2.59
38,Velika Pisanica,0.62,3.78,4.57
39,Velika Trnovitica,0.71,3.08,1.23
40,Veliki Grdevac,1.37,5.96,2.96
41,Veliko Trojstvo,2.41,9.84,4.94
42,Zrinski Topolovac,0.29,1.49,0.62
43,Bebrina,1.5,6.76,2.1
44,Brodski Stupnik,1.95,9.54,4.08
45,Bukovlje,2,11.72,3.09
46,Cernik,2.25,10.43,5.06
47,Davor,0.83,5.27,3.95
48,Donji Andrijevci,1.71,8.94,4.32
49,Dragalic,0.79,3.28,2.22
50,GarCin,2.54,11.53,3.7
51,Gornja Vrba,2.12,10.53,2.35
52,Gornji Bogicevci,0.83,3.38,3.83
53,Gundinci,0.54,3.08,1.48
54,Nova Gradiska,14.02,59.82,22.35
55,Nova Kapela,2.12,11.23,4.2
56,OkuCani,1.95,7.75,5.43
57,Oprisavci,1.21,4.37,1.85
58,Oriovac,3.45,14.41,8.15
59,Podcrkavlje,2.04,8.94,1.98
60,Resetari,2.2,17.59,5.93
61,Sibinj,4.82,25.14,7.78
62,Sikirevci,1.12,6.36,1.73
63,Slavonski Samac,0.71,5.66,2.84
64,Slavonski Brod,78.4,274.83,89.41
65,Stara Gradiska,0.67,2.29,0.86
66,Staro Petrovo Selo,2.29,10.23,5.06
67,Klakar,1.5,7.45,2.47
68,Velika Kopanica,1.16,7.15,3.58
69,Vrbje,0.67,2.98,2.1
70,Vrpolje,2.41,8.05,5.43
71,Zupa Dubrovacka,18.13,56.44,84.71
72,Blato,4.2,14.61,13.46
73,Dubrovacko primorje,3.2,7.65,15.19
74,Dubrovnik,119.07,230.62,369.35
75,Janjina,0.46,1.79,3.21
76,Konavle,15.39,47.59,82.37
77,Korcula,8.82,26.03,45.81
78,Kula Norinska,1.21,10.33,3.21
79,Lastovo,1.12,2.48,3.46
80,Lumbarda,1.54,6.86,13.21
81,Metkovic,17.05,95.88,31.12
82,Mljet,2.74,2.58,10
83,Opuzen,4.08,16.79,7.66
84,Orebic,4.24,20.67,51.25
85,Ploce,10.15,40.04,26.18
86,Pojezerje,0.71,2.09,1.36
87,Slivno,1.71,9.04,2.96
88,Smokvica,0.83,3.48,4.45
89,Ston,2.74,8.64,15.81
90,Trpanj,0.75,3.18,5.68
91,Vela Luka,3.78,20.47,13.09
92,Zazablje,0.37,2.48,1.11
93,Bistra,11.35,46.4,14.7
94,Kravarsko,2.54,11.03,6.3
95,Orle,2.99,12.22,3.7
96,Pokupsko,3.08,10.83,4.94
97,Stupnik,7.99,38.65,7.04
98,Velika Gorica,165.44,501.87,142.01
99,Zagreb,420.42,878.55,266.36
100,Zminj,4.7,22.36,18.03
101,Bale - Valle,2.7,5.37,6.54
102,Barban,4.91,19.97,7.41
103,Brtonigla - Verteneglio,2.95,8.05,12.72
104,Buje Buie,10.98,27.03,37.79
105,Buzet,8.15,37.96,18.89
106,Cerovlje,1.71,8.05,2.96
107,Fazana - Fasana,10.85,23.35,19.51
108,Gracisce,1.62,6.16,3.46
109,Groznjan - Grisignana,1.04,3.88,1.98
110,Kastelir - Labinci - Castelliere-S. Domenica,3.29,9.64,14.2
111,Kanfanar,2.95,11.33,10.5
112,Karojba,1.41,9.24,8.27
113,Krsan,3.91,16.99,11.98
114,Labin,19.21,52.86,74.71
115,Lanisce,0.33,0.79,0.49
116,Liznjan - Lisignano,7.99,25.64,15.68
117,Lupoglav,0.79,3.88,2.1
118,Marcana,6.95,29.31,18.4
119,Medulin,15.55,34.88,35.32
120,Motovun - Montona,1.12,5.96,5.68
121,Novigrad Cittanova,10.15,22.75,48.78
122,Oprtalj - Portole,0.71,3.18,3.83
123,Pazin,16.09,52.76,27.04
124,Pican,1.66,9.24,4.82
125,Porec Parenzo,38.05,134.73,200.54
127,Pula - Pola,138.78,351.04,220.43
128,Rasa,3.74,10.93,18.52
129,Rovinj - Rovigno,28.7,82.47,151.89
130,Sveta Nedelja,41.13,169.31,37.05
131,Sveti Lovrec,1.71,7.55,11.98
132,Sveti Petar u Sumi,1.12,6.36,2.22
133,SvetvinCenat,3.62,12.52,9.39
134,Tinjan,2.33,12.62,11.73
135,Umag - Umago,33.44,83.36,148.19
136,Visnjan - Visignano,3.2,18.88,21.36
137,Vizinada - Visinada,1.83,7.65,14.32
138,Vodnjan - Dignano,10.77,32.89,25.69
139,Vrsar - Orsera,5.57,10.93,39.52
140,Zakanje,1.79,7.75,4.57
141,Barilovic,2.29,12.32,6.79
142,Bosiljevo,1.29,2.98,4.82
143,Cetingrad,0.58,3.78,3.83
144,Draganic,3.49,11.43,5.06
145,Duga Resa,13.77,51.67,29.88
146,Generalski Stol,1.71,6.46,5.06
147,Josipdol,2.08,13.61,10.87
148,Karlovac,100.69,305.63,111.76
149,Krnjak,1.25,4.37,4.32
150,Lasinja,1.71,5.66,3.33
151,Netretic,2.62,9.94,6.3
152,Ogulin,15.68,56.14,43.59
153,Ozalj,6.36,31.7,11.73
154,Plaski,1.12,3.58,3.7
155,Rakovica,7.86,5.17,19.02
156,Ribnik,0.37,1.09,1.23
157,Saborsko,0.21,0.7,0.62
158,Slunj,4.12,16.39,17.29
159,Tounj,0.67,3.88,1.85
160,Vojnic,1.08,6.46,5.93
161,Delekovec,0.91,4.57,1.36
162,Durdevac,9.07,33.88,16.79
163,Drnje,1.41,7.05,2.1
164,Ferdinandovac,0.91,4.17,1.23
165,Gola,0.87,3.58,2.35
166,Gornja Rijeka,0.54,3.97,3.83
167,Hlebine,1.04,4.07,1.73
168,Kalinovac,1.04,5.27,2.22
169,Kalnik,0.42,4.07,2.96
170,Klostar Podravski,1.5,11.23,5.43
171,Koprivnicki Bregi,1.91,9.34,2.84
172,Koprivnicki Ivanec,1.58,8.15,4.08
173,Koprivnica,49.99,149.94,46.18
174,Krizevci,29.86,109.89,39.02
175,Legrad,1.29,6.96,2.96
176,Molve,1.33,4.27,2.84
177,Novigrad Podravski,1.95,10.23,4.69
178,Novo Virje,0.42,2.78,1.36
179,Peteranec,2.04,10.63,3.7
180,Podravske Sesvete,0.42,4.27,3.21
181,Rasinja,2.16,10.33,3.7
182,Sokolovac,2.29,8.64,3.09
183,Sveti Ivan zabno,3.16,13.71,6.67
184,Sveti Petar Orehovec,1.75,11.92,4.32
185,Virje,3.04,15.2,9.01
186,Durmanec,3.66,15.1,7.04
187,Bedekovcina,8.53,37.66,11.98
188,Budinscina,1.46,6.76,2.22
189,Desinic,2.29,7.95,5.43
190,Donja Stubica,7.86,31.1,11.24
191,Gornja Stubica,5.16,25.54,10.74
192,Hrascina,1,5.17,2.1
193,Hum na Sutli,4.91,12.12,12.72
194,Jesenje,1.16,4.67,1.23
195,Klanjec,4.08,16.89,6.17
196,Konjscina,3.87,17.39,6.17
197,Kraljevec na Sutli,2.41,10.93,4.69
198,Krapina,19.05,58.13,18.28
199,Krapinske Toplice,5.32,23.35,13.71
200,Kumrovec,2.2,5.96,5.19
201,Lobor,2.7,9.84,5.06
202,MaCe,1.75,10.73,3.33
203,Marija Bistrica,7.07,34.08,12.6
204,Mihovljan,1.37,6.06,2.47
205,Novi Golubovec,0.75,2.48,1.61
206,Oroslavje,8.94,36.27,14.08
207,Petrovsko,1.91,10.13,3.83
208,Pregrada,5.99,25.93,13.21
209,Radoboj,2.95,16.39,4.08
210,StubiCke Toplice,4.66,16.1,8.03
211,Sveti Kriz Zacretje,6.78,33.09,14.57
212,Tuhelj,2.5,9.34,9.88
213,Veliko Trgovisce,8.32,25.24,12.47
214,Zabok,17.59,53.75,21.36
215,Zagorska Sela,1.21,4.47,3.58
216,Zlatar Bistrica,2.91,13.51,4.57
217,Zlatar,6.45,28.22,9.26
218,Brinje,1.25,9.84,4.57
219,Donji Lapac,1.25,2.58,3.46
220,Gospic,19.09,46.3,28.77
221,Karlobag,0.75,2.88,5.19
222,Lovinac,0.83,1.49,1.98
223,Novalja,5.41,18.28,25.69
224,Otocac,8.69,37.46,28.65
225,Perusic,1.37,4.47,5.31
226,Plitvicka Jezera,11.44,11.72,40.26
227,Senj,8.23,30.5,28.77
228,Udbina,0.5,2.58,6.54
229,Vrhovine,0.67,0.99,1.36
230,Senkovec,5.16,20.67,4.45
231,Strigova,1.83,9.54,12.1
232,Cakovec,50.11,137.91,48.04
233,Belica,2.29,18.08,4.94
234,Dekanovec,0.75,4.57,0.62
235,Domasinec,1.83,8.84,2.35
236,Donja Dubrava,1.37,6.06,2.59
237,Donji Kraljevec,3.49,15.8,5.8
238,Donji Vidovec,0.46,2.98,2.35
239,Gorican,2.62,7.65,3.58
240,Gornji Mihaljevec,1.87,6.56,5.56
241,Kotoriba,2.7,7.75,3.83
242,Mala Subotica,3.83,26.63,6.54
243,Mursko Sredisce,6.45,21.46,14.2
244,Nedelisce,12.39,59.82,16.3
245,Orehovica,1.12,7.75,3.46
246,Podturen,2.7,14.71,4.45
247,Prelog,5.86,31.8,17.54
248,Pribislavec,2.99,17.49,3.21
249,Selnica,2.66,9.24,7.78
250,Strahoninec,4.24,15.7,5.19
251,Sveta Marija,1.87,6.86,4.32
252,Sveti Juraj na Bregu,5.74,25.83,13.58
253,Sveti Martin na Muri,2.91,11.23,8.03
254,Vratisinec,1.12,7.95,3.33
255,Dakovo,29.03,138.31,44.09
256,Durdenovac,3.12,14.9,9.01
257,Antunovac,5.41,21.76,6.3
258,Ceminac,2.37,8.15,4.08
259,Cepin,14.22,68.36,21.61
260,Beli Manastir,11.06,33.48,14.57
261,Belisce,10.69,35.07,17.41
262,Bilje,8.48,27.22,12.84
