ID_1,NAME_1,Offices,Trade,Hotels
1,Siauliai,2958.89,2553.19,262.75
2,Alytaus,1646.89,1421.08,146.25
3,Kauno,7052.47,6085.49,626.27
4,Klaipedos,3987.21,3440.51,354.07
5,Marijampoles,1343.52,1159.3,119.31
6,Panevezio,2159.08,1863.04,191.73
7,Taurages,886.48,764.94,78.72
8,Telsiai,1575.97,1359.89,139.95
9,Utenos,1134.7,979.12,100.76
10,Vilniaus,13064.8,11273.45,1160.18
