ID_1,NAME_1,Offices,Trade,Hotels
AUT.1_1,Burgenland,494.2,884.1,626.9
AUT.2_1,Carinthia,1167.3,1921,2521.5
AUT.3_1,Lower Austria,2987.8,6341.5,4151.4
AUT.4_1,Upper Austria,3263.2,5637.5,5112.6
AUT.5_1,Salzburg,1476.8,2630.5,3608.1
AUT.6_1,Styria,2936.6,4185.8,5056.9
AUT.7_1,Tyrol,1684.2,3099.8,5252
AUT.8_1,Vorarlberg,866.2,1555.4,1574.2
AUT.9_1,Vienna,9985.7,6854.5,8386.4
