ID_3,NAME_3,Offices,Trade,Hotels
4615502,Agios Efstratios,0.72,8.28,11
4615701,Chios,125.2,1439.8,239
4615402,Fournoi Korseon,2.08,23.92,38
4615401,Icaria,39.52,454.48,167
4615501,Lemnos,64.56,742.44,226
4615301,Lesbos,293.76,3378.24,1003
4615702,Oinousses,1.52,17.48,1
4615703,Psara,2,23,6
4615601,Samos,122.8,1412.2,692
4626102,Agathonisi,1.36,15.64,1
4626701,Amorgos,15.04,172.96,175
4626002,Anafi,2.8,32.2,43
4625901,Andros,27.04,310.96,148
4626802,Antiparos,12.48,143.52,25
4626103,Astypalaia,6.96,80.04,122
4626905,Chalki,3.04,34.96,12
4626005,Folegandros,8.8,101.2,69
4626003,Ios,14.8,170.2,257
4626101,Kalymnos,78,897,125
4626201,Karpathos,29.36,337.64,336
4626202,Kasos,7.52,86.48,20
4626301,Kea,16.24,186.76,39
4626502,Kimolos,3.92,45.08,15
4626401,Kos,140.08,1610.92,1265
4626302,Kythnos,12.56,144.44,93
4626104,Leipsoi,4.16,47.84,29
4626105,Leros,37.68,433.32,96
4626501,Milos,20.72,238.28,298
4626601,Mykonos,72,828,896
4626702,Naxos and Lesser Cyclades,93.92,1080.08,926
4626402,Nisyros,7.68,88.32,27
4626801,Paros,68.4,786.6,602
4626106,Patmos,18.32,210.68,181
4626901,Rhodes,367.6,4227.4,2472
4626001,Santorini,122.4,1407.6,1283
4626503,Serifos,9.44,108.56,85
4626504,Sifnos,20,230,324
4626004,Sikinos,2.32,26.68,46
4626903,Symi,9.84,113.16,37
4625801,Syros-Ermoupoli,69.6,800.4,350
4626904,Tilos,6.32,72.68,103
4627001,Tinos,28,322,223
1129901,Athos,0.48,5.52,2
3514901,Acharnes,141.52,1627.48,9
3515204,Aegina,49.52,569.48,224
3514602,Agia Paraskevi,29.92,344.08,3
3514702,Agia Varvara,14.32,164.68,1
3514703,Agioi Anargyroi-Kamatero,49.92,574.08,1
3514802,Agios Dimitrios,54.16,622.84,1
3514704,Aigaleo,62.16,714.84,0
3514803,Alimos,29.44,338.56,11
3515203,Angistri,3.44,39.56,111
3515002,Aspropyrgos,66.24,761.76,2
3514501,Athens,605.28,6960.72,278
3514707,Chaidari,35.68,410.32,15
3514612,Chalandri,76.4,878.6,5
3515205,Cythera,18.96,218.04,135
