ID_1,NAME_1,Offices,Trade,Hotels
MLT.1_1,Central,1004.191101,4122.468731,612.2042239
MLT.1_2,Gozo,148.665163,610.3096166,90.63358622
MLT.1_3,Southern,463.7605085,1903.85893,282.7311872
MLT.1_4,Northern,302.4728317,1241.730572,184.4022965
MLT.1_5,South Eastern,360.9103957,1481.632151,220.0287062
