ID_1,NAME_1,Offices,Trade,Hotels
MDA.1_1,Anenii Noi,39.6,149.4,12
MDA.30_1,Soldanesti,4.2,51.6,0.6
MDA.32_1,Stefan Voda,14.4,67.8,7.2
MDA.2_1,Mun. Balti,285.6,673.8,66
MDA.3_1,Basarabeasca,5.4,31.2,3
MDA.4_1,Bender,0,0,0
MDA.5_1,Briceni,9,58.8,3.6
MDA.6_1,Cahul,66,187.2,15.6
MDA.7_1,Calarasi,25.8,87.6,7.2
MDA.8_1,Cantemir,7.2,21.6,2.4
MDA.9_1,Causeni,25.2,114.6,5.4
MDA.10_1,Mun. Chisinau,4605.6,7984.2,718.2
MDA.11_1,Cimislia,12.6,86.4,4.2
MDA.12_1,Criuleni,21.6,82.8,9
MDA.13_1,Donduseni,7.2,52.8,3
MDA.14_1,Drochia,27.6,97.8,17.4
MDA.15_1,Dubasari,6.6,45.6,4.8
MDA.16_1,Edinet,14.4,57,4.2
MDA.17_1,Falesti,19.8,63,3
MDA.18_1,Floresti,17.4,93,6.6
MDA.19_1,U.T.A. Gagauzia,88.2,348.6,31.8
MDA.20_1,Glodeni,11.4,52.8,5.4
MDA.21_1,Hεncesti,50.4,168,16.2
MDA.22_1,Ialoveni,86.4,281.4,22.8
MDA.23_1,Leova,4.2,46.2,2.4
MDA.24_1,Nisporeni,20.4,83.4,9
MDA.25_1,Ocnita,10.2,36,2.4
MDA.26_1,Orhei,72,302.4,24
MDA.28_1,Rεscani,13.2,107.4,7.8
MDA.27_1,Rezina,15,76.2,0.6
MDA.29_1,Sεngerei,18.6,91.8,7.2
MDA.31_1,Soroca,46.8,149.4,16.2
MDA.33_1,Straseni,52.8,207.6,15
MDA.34_1,Taraclia,18.6,52.2,4.2
MDA.35_1,Telenesti,9,55.2,2.4
MDA.36_1,Transnistria,0,0,0
MDA.37_1,Ungheni,66,254.4,25.8
