ID_1,NAME_1,Offices,Trade,Hotels
1,Aargau,2879,3186.5,1843.4
2,Appenzell Ausserrhoden,327.5,362.5,209.7
3,Appenzell Innerrhoden,118.8,131.5,76.1
4,Basel-Landschaft,1241.4,1374,794.9
5,Basel-Stadt,1106.1,1224.3,708.3
6,Bern,5080.4,5623,3252.9
7,Fribourg,1366.9,1512.9,875.2
8,Geneve,2521.1,2790.4,1614.2
9,Glarus,209.5,231.8,134.1
10,Graubunden,1324.2,1465.6,847.9
11,Jura,402.2,445.1,257.5
12,Lucerne,2019.6,2235.3,1293.1
13,Neuchâtel,854.3,945.6,547
14,Nidwalden,261.5,289.5,167.5
15,Obwalden,234.3,259.3,150
16,Sant Gallen,2449.1,2710.7,1568.2
17,Schaffhausen,421.2,466.1,269.7
18,Schwyz,966.4,1069.7,618.8
19,Solothurn,1165.6,1290.1,746.4
20,Thurgau,1306.6,1446.1,836.6
21,Ticino,2455.1,2717.4,1572
22,Uri,177.6,196.5,113.7
23,Valais,1814,2007.8,1161.5
24,Vaud,3686.8,4080.6,2360.6
25,Zurich,7480.3,8279.3,4789.6
26,Zug,1124.8,1245,720.2
