ID_1,NAME_1,Offices,Trade,Hotels
1,Drenthe,2396.7,3266.1,720.6
2,Flevoland,1799.9,2452.8,541.2
3,Friesland,3148.5,4290.6,946.7
4,Gelderland,10750.2,14649.5,3232.2
5,Groningen,2933.9,3998.1,882.1
6,IJsselmeer,0,0,0
7,Limburg,5869.8,7999,1764.9
8,Noord-Brabant,14375.2,19589.3,4322.1
9,Noord-Holland,16992.8,23156.4,5109.1
10,Overijssel,6190.2,8435.6,1861.2
11,Utrecht,7722.1,10523.1,2321.8
12,Zeeland,1891,2576.9,568.6
13,Zeeuwse meren,0,0,0
14,Zuid-Holland,19056.6,25968.8,5729.6
