ID_2,NAME_2,Offices,Trade,Hotels
1,Bas-Rhin,5243.5,6610.2,2440.2
2,Haut-Rhin,3693.1,4655.6,1718.7
3,Dordogne,1209,1524.1,562.6
4,Gironde,4168.2,5254.5,1939.8
5,Landes,1424.2,1795.4,662.8
6,Lot-et-Garonne,1039.6,1310.5,483.8
7,Pyrenees-Atlantiques,2424.8,3056.7,1128.4
8,Allier,1301.1,1640.2,605.5
9,Cantal,398.9,502.9,185.6
10,Haute-Loire,1088,1371.5,506.3
11,Puy-de-Dame,2908.4,3666.4,1353.5
12,Essonne,2939.8,3706,1368.1
13,Hauts-de-Seine,4911.5,6191.6,2285.7
14,Paris,3777.4,4761.9,1757.9
15,Seine-et-Marne,3307.3,4169.3,1539.2
16,Seine-Saint-Denis,2741.5,3456.1,1275.8
17,Val-d'Oise,2467,3110,1148.1
18,Val-de-Marne,2106.6,2655.6,980.4
19,Yvelines,5223.4,6584.8,2430.9
20,Calvados,2439.9,3075.8,1135.5
21,Manche,2310.1,2912.2,1075.1
22,Orne,1394.9,1758.4,649.1
23,Cate-d'Or,1926.6,2428.7,896.6
24,Nievre,717.3,904.3,333.8
25,Saane-et-Loire,2554.4,3220.1,1188.8
26,Yonne,1354.3,1707.3,630.3
27,Cates-d'Armor,1910.9,2408.9,889.3
28,Finistere,3159.6,3983.2,1470.4
29,Ille-et-Vilaine,3961.6,4994.2,1843.7
30,Morbihan,2853.5,3597.2,1327.9
31,Cher,1189.9,1500,553.8
32,Eure-et-Loir,1693,2134.3,787.9
33,Indre-et-Loire,2081.2,2623.7,968.6
34,Indre,990.3,1248.4,460.9
35,Loir-et-Cher,1554.3,1959.4,723.3
36,Loiret,2765.3,3486,1286.9
37,Ardennes,1507.6,1900.5,701.6
38,Aube,1163.4,1466.7,541.4
39,Haute-Marne,1026.4,1294,477.7
40,Marne,2118.2,2670.3,985.8
41,Corse-du-Sud,226.3,285.3,105.3
42,Haute-Corse,228.7,288.4,106.5
43,Doubs,2954.2,3724.1,1374.8
44,Haute-Saane,1035.4,1305.3,481.9
45,Jura,1344,1694.3,625.5
46,Territoire de Belfort,616.4,777,286.8
47,Eure,2622.4,3305.9,1220.4
48,Seine-Maritime,5680.7,7161.2,2643.6
49,Aude,613.2,773,285.4
50,Gard,1812.7,2285.1,843.6
51,Herault,1840.2,2319.9,856.4
52,Lozere,189.1,238.4,88
53,Pyrenees-Orientales,639.1,805.7,297.4
54,Correze,883.6,1113.9,411.2
55,Creuse,325.9,410.8,151.7
56,Haute-Vienne,1166.2,1470.2,542.7
57,Meurthe-et-Moselle,2352.7,2965.8,1094.9
58,Meuse,722.8,911.1,336.4
59,Moselle,4254.7,5363.6,1980
60,Vosges,1888.5,2380.7,878.9
61,Ariege,570.5,719.2,265.5
62,Aveyron,1127.4,1421.2,524.7
63,Gers,482.7,608.5,224.6
64,Haute-Garonne,5112.5,6445,2379.2
65,Hautes-Pyrenees,700.2,882.7,325.9
66,Lot,654.9,825.6,304.8
67,Tarn-et-Garonne,626.7,790.1,291.7
68,Tarn,1188.6,1498.4,553.1
69,Nord,9952.3,12546.2,4631.6
70,Pas-de-Calais,5129.1,6466,2387
71,Loire-Atlantique,5423.5,6837,2524
72,Maine-et-Loire,3396.4,4281.6,1580.6
73,Mayenne,1704.1,2148.2,793
74,Sarthe,2744.9,3460.3,1277.4
75,Vendee,3376.9,4257,1571.5
76,Aisne,1861.7,2347,866.4
77,Oise,3088,3892.8,1437.1
78,Somme,2633.5,3319.9,1225.6
79,Charente-Maritime,1587.5,2001.3,738.8
80,Charente,1651.9,2082.5,768.8
81,Deux-Sevres,1551.1,1955.3,721.8
82,Vienne,1557.3,1963.2,724.7
83,Alpes-de-Haute-Provence,335.8,423.3,156.3
84,Alpes-Maritimes,1675.5,2112.1,779.7
85,Bouches-du-Rhane,5639.7,7109.6,2624.6
86,Hautes-Alpes,167.2,210.8,77.8
87,Var,1567.9,1976.6,729.7
88,Vaucluse,1385,1746,644.6
89,Ain,3092.9,3899,1439.4
90,Ardeche,1330.8,1677.7,619.3
91,Drame,2465.3,3107.8,1147.3
92,Haute-Savoie,2944.2,3711.5,1370.1
93,Isere,5479,6907.1,2549.8
94,Loire,3457.1,4358.2,1608.9
95,Rhane,7134.9,8994.5,3320.4
96,Savoie,1606.3,2025,747.5
