ID_2,NAME_2,Offices,Trade,Hotels
1,Gjakovë,350.6,1327.1,285.7
2,Deçan,53.3,151,38.3
3,Rahovec,117.8,437,90.7
32,Mamushe,13.1,48.6,10.1
4,Gjilan,279,1014,213.2
5,Kamenicë,44.2,163.3,38.3
31,Junik,279,1014,213.2
35,Ranillug,279,1014,213.2
6,Viti,113.4,479.6,86.5
7,Mitrovicë,306.7,815.6,165.8
8,Leposaviq,0,0,0
9,Skenderaj,117.2,314.2,59.1
10,Vushtrri,286.3,720.1,142
11,Zubin Potok,0,0,0
36,Partesh,119.6,434.6,0
12,Zveqan,0,0,0
13,Istog,127.4,319.9,101.7
14,Klin,95.4,290.6,81.9
37,Kllokot,12.6,53.3,9.6
15,Pejë,446.5,1624.7,319.1
16,Gllogoc,168.2,452.7,88.9
17,Fushe Kosova,243.2,635.9,152
18,Lipjan,222.4,776.2,188
19,Novobërdë,13.3,43,11.2
20,Obiliq,115.4,244.6,58.8
21,Podujevë,241.4,1090.4,218.3
22,Pristina,2296.8,4041.5,885
23,Dragash,70.6,243.7,132.8
24,Malishevë,72.3,338.8,59.5
25,Prizren,565.4,2528.8,600.2
26,Suharekë,150.9,671.4,124.9
27,Shtime,53.7,248.5,38
28,Shtërpcë,18.2,22.8,20.1
29,Kaçanik,73.2,248.9,68.5
30,Ferizaj,404.8,1932.4,358.4
33,Hani,12.9,43.9,12.1
34,Gracanice,255.2,449.1,98.3
