ID_1,NAME_1,Offices,Trade,Hotels
1,Kurzeme,373.5,1166,498.8
2,Latgale,359.5,1222,450.5
3,Riga,2711,6779.6,3054
4,Vidzeme,273.5,968,397.6
5,Zemgale,392.6,1264.5,399.1
