ID_1,NAME_1,Offices,Trade,Hotels
1,Balzers,184.8,40.8,16.2
2,Eschen,213.6,63.2,13.5
3,Gamprin,85.6,31.2,6.3
4,Mauren,190.4,64,9.9
5,Planken,23.2,0.8,2.7
6,Ruggell,176.8,36,3.6
7,Schaan,447.2,84,27
8,Schellenberg,28.8,6.4,3.6
9,Triesenberg,84,24.8,20.7
10,Triesen,343.2,78.4,18.9
11,Valduz,659.2,124,28.8
